initial key,initial value,assigned workspace,assigned bucket,assigned key name,is merged
andpoe.text_hotel_quick_filter_label,{0} ({1}),accommodation,accommodation_quick,filter_label,FALSE
andpoe.text_hotel_reschedule_not_applicable,Reschedule Not Available,accommodation,,,
andpoe.text_hotel_reschedule_policy_applied,Reschedule Policy Applies,accommodation,,,
andpoe.text_hotel_result_distance,<![CDATA[{0} {1} from <strong>{2}</strong>]]>,accommodation,accommodation_result,distance,FALSE
andpoe.text_hotel_result_distance_km,km,accommodation,accommodation_result,distance_km,FALSE
andpoe.text_hotel_result_distance_m,m,accommodation,accommodation_result,distance_m,FALSE
andpoe.text_hotel_result_num_review,({0}),accommodation,accommodation_result,num_review,FALSE
andpoe.text_hotel_result_title_content,"{0}, {1} night(s)",accommodation,accommodation_result,title_content,FALSE
andpoe.text_hotel_result_traveloka_rating_new,{0},accommodation,accommodation_result,traveloka_rating_new,FALSE
andpoe.text_hotel_room_amenities,Room Facilities,accommodation,,,FALSE
andpoe.text_hotel_room_bathroom_facilities,Bathroom Amenities,accommodation,,,FALSE
andpoe.text_hotel_room_bed_type,Bed Type,accommodation,,,TRUE
andpoe.text_hotel_room_breakfast,Free Breakfast,accommodation,,,FALSE
andpoe.text_hotel_room_deals_footer_CTA,SEARCH NOW,accommodation,accommodation_room,deals_footer_cta,FALSE
andpoe.text_hotel_room_detail_cancellation_policy,Cancellation Policy,accommodation,accommodation_room,detail_cancellation_policy,
andpoe.text_hotel_room_detail_choose_room,Select Room,accommodation,accommodation_room,detail_choose_room,
andpoe.text_hotel_room_detail_room_description,Room Description,accommodation,accommodation_room,detail_room_description,FALSE
andpoe.text_hotel_room,Room(s),accommodation,,,FALSE
andpoe.text_hotel_room_extra,Extra,accommodation,,,FALSE
andpoe.text_hotel_room_formatted_ext,"{0, plural, one {<![CDATA[<font color=#434343><strong>{0}</strong></font> Room]]>} other {<![CDATA[<font color=#434343><strong>{0}</strong></font> Rooms]]>}}",accommodation,,,FALSE
andpoe.text_hotel_room_free_basic_amenities,Basic Facilities,accommodation,,,FALSE
andpoe.text_hotel_room_free_wifi,Free WiFi,accommodation,,,
andpoe.text_hotel_room_highlight,Room Overview,accommodation,,,FALSE
andpoe.text_hotel_room_hotel_amenities,Hotel Amenities,accommodation,,,FALSE
andpoe.text_hotel_room_list_backdate,"<![CDATA[Perfect! Now, choose your room to stay at <strong>right away</strong> (check in: {0}).]]>",accommodation,accommodation_room,list_backdate,FALSE
andpoe.text_hotel_room_no_breakfast,Breakfast not included,accommodation,,,FALSE
andpoe.text_hotel_room_occupancy,{0} guest(s)/room,accommodation,,,
andpoe.text_hotel_room_refundable,Free Cancellation,accommodation,,,FALSE
andpoe.text_hotel_room_refundable_with_fee,Cancellation policy applies,accommodation,accommodation_room,refundable_with_fee,FALSE
andpoe.text_hotel_room_size_title,Room Size,accommodation,accommodation_room,size_title,FALSE
andpoe.text_hotel_search_geoname_hint,"City, hotel, place to go",accommodation,accommodation_search,geoname_hint,FALSE
andpoe.text_hotel_section_last_search,Your Last Search,accommodation,accommodation_section,last_search,FALSE
andpoe.text_hotel_section_popular_destination,Popular Destinations,accommodation,accommodation_section,popular_destination,FALSE
andpoe.text_hotel_selector_filter_all,No preference,accommodation,,,FALSE
andpoe.text_hotel_selector_filter_content,{0} ; {1},accommodation,accommodation_selector,filter_content,FALSE
andpoe.text_hotel_selector_filter_content_price,{0} {1} – {2},accommodation,accommodation_selector,filter_content_price,FALSE
andpoe.text_hotel_selector_filter_non_id,Filters (Stars & Price),accommodation,accommodation_selector,filter_non_id,FALSE
andpoe.text_hotel_send_receipt_content,Send receipt to:,accommodation,accommodation_send,receipt_content,FALSE
andpoe.text_hotel_send_receipt_title,Send Receipt,accommodation,accommodation_send,receipt_title,
andpoe.text_hotel_similar_title,Other similar hotels,accommodation,accommodation_similar,title,FALSE
andpoe.text_hotel_snackbar_server_error,We encountered a temporary error and could not proceed with your booking. Please try again.,accommodation,accommodation_snackbar,server_error,FALSE
andpoe.text_hotel_special_request_check_in_description,Check-in Time ({0}),accommodation,accommodation_special,request_check_in_description,FALSE
andpoe.text_hotel_special_request_check_out_description,Check-out Time ({0}),accommodation,accommodation_special,request_check_out_description,FALSE
andpoe.text_hotel_special_request_confirmation_dialog_cancel,Modify,accommodation,accommodation_special,request_confirmation_dialog_cancel,FALSE
andpoe.text_hotel_special_request_confirmation_dialog_message,"Let''s review your request(s) below to make sure that nothing gets missed. Once submitted, your requests cannot be modified.

Your Special Request(s):",accommodation,accommodation_special,request_confirmation_dialog_message,FALSE
andpoe.text_hotel_special_request_confirmation_dialog_ok,Looks Good!,accommodation,accommodation_special,request_confirmation_dialog_ok,FALSE
andpoe.text_hotel_special_request_confirmation_dialog_title,We''re almost finished!,accommodation,accommodation_special,request_confirmation_dialog_title,FALSE
andpoe.text_hotel_special_request_description,Special requests are not guaranteed and may incur charges.,accommodation,accommodation_special,request_description,FALSE
andpoe.text_hotel_special_request_empty_description,Add Special Request(s),accommodation,accommodation_special,request_empty_description,FALSE
andpoe.text_hotel_special_request_hour,HOUR,accommodation,,,FALSE
andpoe.text_hotel_special_request_minutes,MINUTES,accommodation,,,FALSE
andpoe.text_hotel_special_request_notes,All special requests are subject to availability and are not guaranteed.,accommodation,,,FALSE
andpoe.text_hotel_special_request_other_description,Others ({0}),accommodation,accommodation_special,request_other_description,FALSE
andpoe.text_hotel_special_request_time_picker_description,local hotel time,accommodation,accommodation_special,request_time_picker_description,FALSE
andpoe.text_hotel_special_request_title_dialog,Have a special request? Please contact the accommodation for assistance. (Note that special requests are subject to availabilty and may incur charges),accommodation,accommodation_special,request_title_dialog,FALSE
andpoe.text_hotel_star_filter_description,{0} Stars,accommodation,accommodation_star,filter_description,FALSE
andpoe.text_hotel_stay_guarantee_title,"Book with us, your stay is guaranteed",accommodation,accommodation_stay,guarantee_title,FALSE
andpoe.text_hotel_submit_review_edit,EDIT YOUR STAYING EXPERIENCE,accommodation,accommodation_submit,review_edit,
andpoe.text_hotel_submit_review,Submit Review,accommodation,,,FALSE
andpoe.text_hotel_submit_review_stay_date_format,{0} - {1},accommodation,,,FALSE
andpoe.text_hotel_submit_review_write,SHARE YOUR STAY EXPERIENCE,accommodation,,,
andpoe.text_hotel_time_picker_title,Select Time,accommodation,accommodation_time,picker_title,FALSE
andpoe.text_hotel_title,Hotel,accommodation,,title,FALSE
andpoe.text_hotel_total_guest_and_room,Total Guest(s) & Room(s),accommodation,,,FALSE
andpoe.text_hotel_total_guest,Total Guest(s),accommodation,,,FALSE
andpoe.text_hotel_tp_book_myself,I''m booking for myself,accommodation,,,FALSE
andpoe.text_hotel_tp_book_other,I''m booking for another person,accommodation,,,FALSE
andpoe.text_hotel_tp,Your Booking,accommodation,,,FALSE
andpoe.text_hotel_tp_guest_helper,Only letters (a-z) are allowed,accommodation,,,FALSE
andpoe.text_hotel_tp_special_request_error,"<![CDATA[Only letters (a-z), numbers (0-9), and characters _ ? ! '' , \ &amp; . ( ) + - @ are allowed]]>",accommodation,accommodation_tp,special_request_error,FALSE
andpoe.text_hotel_travelers_picker_breakfast_included,Free Breakfast,accommodation,,,FALSE
andpoe.text_hotel_travelers_picker_breakfast_not_included,Breakfast not included,accommodation,,,FALSE
andpoe.text_hotel_travelers_picker_detail_price,Price Details,accommodation,accommodation_travelers,picker_detail_price,FALSE
andpoe.text_hotel_travelers_picker_loading,"Please wait, we are checking the prices and availability",accommodation,accommodation_travelers,picker_loading,FALSE
andpoe.text_hotel_travelers_picker_time,"{0}, {1}",accommodation,accommodation_travelers,picker_time,FALSE
andpoe.text_hotel_urgency_recently_booked_day,"{0, plural, one {<![CDATA[Last booked <strong>{0} day ago</strong>]]>} other {<![CDATA[Last booked <strong>{0} days ago</strong>]]>}}",accommodation,,,FALSE
andpoe.text_hotel_urgency_recently_booked_hour,"{0, plural, one {<![CDATA[Last booked <strong>{0} hour ago</strong>]]>} other {<![CDATA[Last booked <strong>{0} hours ago</strong>]]>}}",accommodation,,,FALSE
andpoe.text_hotel_urgency_recently_booked_minute,"{0, plural, one {<![CDATA[Last booked <strong>{0} minute ago</strong>]]>} other {<![CDATA[Last booked <strong>{0} minutes ago</strong>]]>}}",accommodation,,,FALSE
andpoe.text_hotel_urgency_recently_booked_yesterday,<![CDATA[Last booked <strong>yesterday</strong>]]>,accommodation,,,FALSE
andpoe.text_hotel_urgency_viewing,"{0, plural, one {<![CDATA[<strong>{0} person is viewing</strong> this accommodation]]>} other {<![CDATA[<strong>{0} people are viewing</strong> this accommodation]]>}}",accommodation,,,FALSE
andpoe.text_hotel_voucher_address,Hotel address,accommodation,,,
andpoe.text_hotel_voucher_booking_id,Traveloka Booking ID,accommodation,accommodation_voucher,booking_id,
andpoe.text_hotel_voucher_booking_info,Booked & payable by {0},accommodation,accommodation_voucher,booking_info,FALSE
andpoe.text_hotel_voucher_booking_info_pay_at_hotel,Booked by {0},accommodation,,,FALSE
andpoe.text_hotel_voucher_cannot_check_in,Need Check-in Help?,accommodation,,,FALSE
andpoe.text_hotel_voucher_email_chooser,Select Email Application,accommodation,,,FALSE
andpoe.text_hotel_voucher_hotel_phone_title,Contact number,accommodation,accommodation_voucher,hotel_phone_title,FALSE
andpoe.text_hotel_voucher_id,Itinerary ID #{0},accommodation,accommodation_voucher,id,FALSE
andpoe.text_hotel_voucher_offline_message,"You’re currently offline. Please go online to leave us the problem details, or try contacting our Customer Service team on the number(s) below. Additional charges for international roaming may apply.",accommodation,accommodation_voucher,offline_message,FALSE
andpoe.text_hotel_voucher_offline_title,Where are you?,accommodation,accommodation_voucher,offline_title,FALSE
andpoe.text_hotel_voucher_policy,Important Notes,accommodation,accommodation_voucher,policy,FALSE
andpoe.text_hotel_voucher_taxi_guide,Taxi Guide,accommodation,,,FALSE
andpoe.text_hotel_voucher_tooltip,<![CDATA[Tap the button to view this voucher in <strong>local language</strong> for check-in or direction purpose]]>,accommodation,accommodation_voucher,tooltip,FALSE
andpoe.text_hotel_voucher_translate_address,Translate Address,accommodation,,,
andpoe.text_hotel_voucher_void,Voucher has been voided and therefore is no longer usable,accommodation,,,FALSE
andpoe.text_how_to_top_up_gopay_content,"<![CDATA[You can top up your balance via the available channels from GoPay. Learn how to top up your balance <a href=""https://gopay.co.id/bantuan/top-up/bagaimana-cara-top-up-saldo-gopay""/><b>here.</b></a>]]>",,,,FALSE
andpoe.text_how_to_top_up_ovo_content,"<![CDATA[You can top up your balance via the available channels from OVO. Learn how to top up your balance <a href=""https://www.ovo.id/howtotopup""><b>here.</b></a>]]>",,,,
andpoe.text_how_to_top_up_title,How to Top Up,,,,
andpoe.text_important_notice,Important Info,,,,FALSE
andpoe.text_important_pre_flight_info,Important Pre-flight Info,,,,
andpoe.text_inflight_meal,In-flight meal,,,,FALSE
andpoe.text_info,Info,,,,
andpoe.text_information_label,Usage Info,,,,FALSE
andpoe.text_insurance_check_detail,INFO,,,,FALSE
andpoe.text_insurance_fail_dialog_content,"An error has occurred in the insurance provider system. Don’t worry, you still can continue with your reservation.",,,,FALSE
andpoe.text_insurance_fail_dialog_title,Unable to Add Insurance,,,,FALSE
andpoe.text_insurance_id,Insurance ID {0},,,,FALSE
andpoe.text_insurance_online_information,"For further questions,
please contact {0} customer service",,,,FALSE
andpoe.text_insurance_pax,Insurance Pax,,,,FALSE
andpoe.text_insurance_title,Travel Insurance,,,,FALSE
andpoe.text_insurance_waiting,<![CDATA[Waiting for your travel insurance policy number]]>,,,,FALSE
andpoe.text_is_this_correct,Is this correct?,,,,FALSE
andpoe.text_itinerary_active_card_not_logged_in,"<![CDATA[Make changes effortlessly, manage your bookings with more flexibility. <strong>Log in</strong> or <strong>Register</strong> now.]]>",,,,FALSE
andpoe.text_itinerary_active_title,Active E-tickets & Vouchers,,,,FALSE
andpoe.text_itinerary_calendar_add_to_calendar,Add to Calendar,,,,TRUE
andpoe.text_itinerary_calendar_disclaimer,"Latest updates (reschedule, cancellation, etc.), detailed info, and booking management can be accessed on Traveloka App.",,,,FALSE
andpoe.text_itinerary_calendar_flight_description,"{0}
Departure: {1}:{2} local time
Arrival: {3}:{4} local time",,,,FALSE
andpoe.text_itinerary_calendar_flight_title,Flight to {0},,,,
andpoe.text_itinerary_calendar_hotel_title,Stay at {0},,,,
andpoe.text_itinerary_calendar_identifier_rule,Please do not remove or alter the following code. Doing so would disconnect your calendar from Traveloka App.,,,,FALSE
andpoe.text_itinerary_calendar_snackbar_error_message,There was an error adding the event to your calendar.,,,,FALSE
andpoe.text_itinerary_calendar_universal_link_info,Open this link to see your e-ticket/voucher in the app:,,,,FALSE
andpoe.text_itinerary_calendar_view_in_calendar,View in Calendar,,,,TRUE
andpoe.text_itinerary_cancel_ticket_additional_text,<![CDATA[<strong>Cancel anyway?</strong>]]>,,,,FALSE
andpoe.text_itinerary_cancel_ticket_dialog_button_confirmation,"Yes, Cancel",,,,FALSE
andpoe.text_itinerary_cancel_ticket_dialog_title,Canceling Purchase,,,,FALSE
andpoe.text_itinerary_cancel_ticket_menu_text,Cancel Booking,,,,FALSE
andpoe.text_itinerary_eticket_airline_booking_code,Airline Booking Code,,,,
andpoe.text_itinerary_eticket_airport_terminal_information,"{0}, Terminal {1}",,,,FALSE
andpoe.text_itinerary_eticket_copy_booking_code,Copied to clipboard,,,,FALSE
andpoe.text_itinerary_eticket_flight_class_full,{0} (Subclass {1}),,,,FALSE
andpoe.text_itinerary_eticket_flight_class_only,{0},,,,FALSE
andpoe.text_itinerary_eticket_flight_subclass_only,Subclass {0},,,,FALSE
andpoe.text_itinerary_eticket_free_baggage,Baggage {0} kg,,,,FALSE
andpoe.text_itinerary_eticket_free_meal,In-flight meal,,,,FALSE
andpoe.text_itinerary_eticket_operated_by_tooltop,You will be flying with {0} thus check-in may be done at {0} counter,,,,FALSE
andpoe.text_itinerary_eticket_passenger_name,{0} {1},,,,FALSE
andpoe.text_itinerary_eticket_passenger_ticket_num,Ticket no. {0},,,,
andpoe.text_itinerary_eticket_pnr_info,PNR: {0},,,,FALSE
andpoe.text_itinerary_eticket_preparation_text,Important Pre-Flight Info,,,,FALSE
andpoe.text_itinerary_eticket_schedule,Flight Itinerary,,,,FALSE
andpoe.text_itinerary_eticket_title,Flight E-ticket,,,,FALSE
andpoe.text_itinerary_eticket_transit_time_day_hour_minute,<![CDATA[Stop at <b>{0}</b> <b>({1}d {2}h {3}m)</b>]]>,,,,FALSE
andpoe.text_itinerary_eticket_transit_time_hour_minute,<![CDATA[Stop at <b>{0}</b> <b>({1}h {2}m)</b>]]>,,,,FALSE
andpoe.text_itinerary_eticket_transit_time_minute,<![CDATA[Stopover for <b>{1}m</b> in <b>{0}</b>]]>,,,,FALSE
andpoe.text_itinerary_experience_list_send_ticket,Send Voucher,,,,TRUE
andpoe.text_itinerary_flight_hotel_detail_loading,"Please wait
We are loading your booking details",,,,FALSE
andpoe.text_itinerary_flight_list_send_ticket,Send E-ticket,,,,TRUE
andpoe.text_itinerary_help_booking_id,Booking ID,,,,
andpoe.text_itinerary_help_description,"To better assist you, please have your Booking ID handy when you contact our Customer Service team.",,,,FALSE
andpoe.text_itinerary_help_link_help_center,HELP CENTER,,,,FALSE
andpoe.text_itinerary_help_link_send_message,SEND MESSAGE,,,,
andpoe.text_itinerary_help_title,Help,,,,FALSE
andpoe.text_itinerary_hotel_list_send_ticket,Send Voucher,,,,TRUE
andpoe.text_itinerary_hotel_manage_reschedule_policy_subtitle,Need to reschedule? Tap to learn more.,,,,FALSE
andpoe.text_itinerary_insurance_extra_information,"<![CDATA[For complete information about travel insurance, please see <a href=""{0}"">traveloka.com/insurance</a>]]>",,,,FALSE
andpoe.text_itinerary_insurance_title,{0} Travel Insurance,,,,FALSE
andpoe.text_itinerary_issuing_transition_cta_button,See Purchase Progress,,,,FALSE
andpoe.text_itinerary_landing_button_connectivity_details,View Details,,,,FALSE
andpoe.text_itinerary_landing_button_detail_flight,View E-ticket,,,,FALSE
andpoe.text_itinerary_landing_button_detail_hotel,View Voucher,,,,FALSE
andpoe.text_itinerary_landing_button_experience_voucher,View Voucher,,,,FALSE
andpoe.text_itinerary_landing_button_progress,See Booking Progress,,,,FALSE
andpoe.text_itinerary_landing_flight_city,{0} → {1},,,,FALSE
andpoe.text_itinerary_manage_booking_id,Traveloka Booking ID {0},,,,
andpoe.text_itinerary_manage_contact_cs_booking_id,Traveloka Booking ID:,,,,FALSE
andpoe.text_itinerary_manage_contact_cs_cta,CONTACT US,,,,FALSE
andpoe.text_itinerary_manage_contact_cs_description,"To better assist you, please have your Booking ID handy when you contact our Customer Service team.",,,,FALSE
andpoe.text_itinerary_manage_contact_cs,Contact Traveloka,,,,FALSE
andpoe.text_itinerary_manage_hotel_hotel_details,Hotel Address,,,,FALSE
andpoe.text_itinerary_manage_refund_policy_cta,Refund,,,,
andpoe.text_itinerary_manage_refund_policy_subtitle,Requesting a refund? Learn more here.,,,,
andpoe.text_itinerary_manage_refund_policy_title,Refund,,,,
andpoe.text_itinerary_manage_reschedule_policy_subtitle,Need to reschedule? Tap to learn more.,,,,
andpoe.text_itinerary_manage_reschedule_policy_title,Reschedule,,,,FALSE
andpoe.text_itinerary_manage_section_title_hotel,Manage Booking,,,,
andpoe.text_itinerary_no_ticket_description,"Explore new adventures with our inspirational ideas below! If you can''t find your previous bookings, try logging in with the email you used when booking.",,,,FALSE
andpoe.text_itinerary_no_ticket,You don’t have any active bookings,,,,FALSE
andpoe.text_itinerary_product_features_error_cta_button,Back to Previous Page,,,,FALSE
andpoe.text_itinerary_product_features_error_description,You can go back to the previous page and explore other exciting things.,,,,FALSE
andpoe.text_itinerary_product_features_error_title,Unable to load this page,,,,FALSE
andpoe.text_itinerary_pull_refresh_instruction,Pull down to refresh,,,,FALSE
andpoe.text_itinerary_pull_refresh_instruction_release,Release to refresh,,,,FALSE
andpoe.text_itinerary_pull_refresh_message,"Please wait, your latest booking will be displayed shortly.",,,,FALSE
andpoe.text_itinerary_refund_item_title,Refund ID #{0},,,,FALSE
andpoe.text_itinerary_refund_list_entry_point,Your refunds,,,,FALSE
andpoe.text_itinerary_remove_ticket_dialog_button_confirmation,Remove Booking,,,,FALSE
andpoe.text_itinerary_remove_ticket_dialog_checkbox_default,You will lose your booking forever as the removal cannot be undone.,,,,FALSE
andpoe.text_itinerary_remove_ticket_dialog_checkbox_paid_1,Your check-in process will be less convenient as you must search through your inbox to find the e-ticket/voucher.,,,,FALSE
andpoe.text_itinerary_remove_ticket_dialog_checkbox_paid_2,You will lose it forever as the removal cannot be undone.,,,,FALSE
andpoe.text_itinerary_remove_ticket_dialog_checkbox_unpaid_1,"You cannot make a payment for this booking after canceling it. Additionally, the product will not be issued.",,,,FALSE
andpoe.text_itinerary_remove_ticket_dialog_checkbox_unpaid_2,The coupon that has been applied in the purchase will automatically be detached.,,,,FALSE
andpoe.text_itinerary_remove_ticket_dialog_checkbox_unpaid_3,Any payment that we receive for this booking will be refunded.,,,,FALSE
andpoe.text_itinerary_remove_ticket_dialog_title,Permanently Remove Booking,,,,FALSE
andpoe.text_itinerary_remove_ticket_error_unchecked,Please check the box to proceed,,,,FALSE
andpoe.text_itinerary_remove_ticket_loading,"Please wait, we''re removing your booking",,,,FALSE
andpoe.text_itinerary_remove_ticket_menu_text,Remove Booking,,,,FALSE
andpoe.text_itinerary_resiliency_last_updated,Showing you results from {0} at {1}.,,,,FALSE
andpoe.text_itinerary_resiliency_no_internet,We''re showing you the offline version of the page. Please check your Internet connection and try again.,,,,FALSE
andpoe.text_itinerary_resiliency_slow_internet,Connection interrupted. Please wait while we try to refresh this page. {0},,,,FALSE
andpoe.text_itinerary_resiliency_trouble_dialog_description,"Some of your bookings may not be displayed. To check an e-ticket/voucher, please open the original booking confirmation email.",,,,FALSE
andpoe.text_itinerary_resiliency_trouble_dialog_error_code_message,Error code: {0},,,,FALSE
andpoe.text_itinerary_resiliency_trouble_dialog_title,System maintenance ongoing,,,,FALSE
andpoe.text_itinerary_resiliency_trouble,"<![CDATA[System maintenance ongoing. <strong><a href=""#"">More Info</a></strong>]]>",,,,FALSE
andpoe.text_itinerary_round_trip_subtitle,Round-trip,,,,
andpoe.text_itinerary_see_eticket,SEE {0},,,,FALSE
andpoe.text_itinerary_send_ticket_receipt_description,Send {0} to email:,,,,FALSE
andpoe.text_itinerary_send_ticket_receipt_title,Send {0},,,,FALSE
andpoe.text_itinerary_shuttle_see_e_ticket,See Voucher,,,,FALSE
andpoe.text_itinerary_successful_upload_transfer_proof_description,Thank you. We will verify your payment proof.,,,,FALSE
andpoe.text_itinerary_successful_upload_transfer_proof_title,PAYMENT PROOF UPLOADED SUCCESSFULLY,,,,FALSE
andpoe.text_itinerary_ticket_booking_expired,BOOKING EXPIRED,,,,FALSE
andpoe.text_itinerary_ticket_eticket_published,{0} ISSUED,,,,FALSE
andpoe.text_itinerary_ticket_flight,E-TICKET,,,,FALSE
andpoe.text_itinerary_ticket_hotel,HOTEL VOUCHER,,,,FALSE
andpoe.text_itinerary_ticket_publishing_eticket,ISSUING {0},,,,FALSE
andpoe.text_itinerary_ticket_trip,VOUCHER,,,,FALSE
andpoe.text_itinerary_ticket_waiting_payment,WAITING FOR PAYMENT,,,,FALSE
andpoe.text_itinerary_total_price_footer,"<![CDATA[View total prices and all your past purchases in <strong><a href=""#"">Purchase List.</a></strong>]]>",,,,FALSE
andpoe.text_itinerary_voucher_languange,Language,,,,FALSE
andpoe.text_itinerary_voucher_see_property,See Hotel Details,,,,FALSE
andpoe.text_itinerary_voucher_special_requests,Special request (subject to availability),,,,FALSE
andpoe.text_kyc_header_step,Step {0} of {1},kyc,,,FALSE
andpoe.text_kyc_permission_denied_desc,"To continue, you will need to give access to the camera on your device. You can change this in your settings later.",kyc,kyc_permission_denied,desc,FALSE
andpoe.text_kyc_permission_denied_title,Camera access required,kyc,kyc_permission_denied,title,FALSE
andpoe.text_kyc_permission_negative,Maybe later,kyc,,,FALSE
andpoe.text_label_credit_card_cvv,CVV/CVN,,,,FALSE
andpoe.text_last_minute_confirm,Confirm,,,,FALSE
andpoe.text_last_minute_next_step,Next Step,,,,FALSE
andpoe.text_learn_more,Learn more,,,,
andpoe.text_loading_general,"Please wait, we are processing your request",,,,FALSE
andpoe.text_loading_message_submit_cashback,Please wait. E-ticket will be sent to your email within 60 minutes.,,,,FALSE
andpoe.text_login_or_register_btn,Login or Register,,,,FALSE
andpoe.text_loyalty_currency,Set currency to match your initial country setting to earn Points,,,,FALSE
andpoe.text_loyalty_login,Log in to earn Points,,,,FALSE
andpoe.text_loyalty_points,Points,,,,
andpoe.text_loyalty_points_notification,<![CDATA[This account ({0}) will earn <strong>{1} Points</strong>]]>,,,,FALSE
andpoe.text_make_sure_your_e_ticket_reaches_your_inbox_by_confirming_the_following,Make sure your e-ticket reaches your inbox by confirming the following:,,,,FALSE
andpoe.text_manage_your_payment,Manage Your Payments,,,,FALSE
andpoe.text_meal_selection_booking_form_label,Meal Charge,,,,FALSE
andpoe.text_message_body_form_loading,Please wait a moment,,,,FALSE
andpoe.text_message_body_hotel_search_loading,Please wait a moment,,,,FALSE
andpoe.text_message_body_location_not_detected,You have not enabled your GPS/Location Services,,,,FALSE
andpoe.text_message_body_location_permission_disabled,Go to Settings > Privacy > Location Services > Traveloka to enable.,,,,FALSE
andpoe.text_message_body_no_available_hotel,"Sorry, no hotel matches your preference. Please change your search.",,,,FALSE
andpoe.text_message_body_no_flight,Please select another date or route,,,,FALSE
andpoe.text_message_body_no_flight_match,Try removing filters to see more flights.,,,,FALSE
andpoe.text_message_body_no_flight_six_hour,Please select another flight or change the date for this route,,,,FALSE
andpoe.text_message_body_no_hotel_geo_name,Try other keywords and check your connection,,,,FALSE
andpoe.text_message_body_no_hotel_match,Please change your filter for more results.,,,,FALSE
andpoe.text_message_center_no_internet_connection_snack_bar,No Internet connection found,,,,
andpoe.text_message_center_retry_fetch_action,RETRY,,,,FALSE
andpoe.text_message_center_two_way_send_message_button,Send Message,,,,FALSE
andpoe.text_message_popup_confirmation_submit_data_wash,Please make sure your details are correct. You can only update again 3 months after submitting.,,,,
andpoe.text_message_popup_continue_submit_data_wash,"If you want to update your details and submit your changes, choose Stay. If you choose Exit, your details will be saved as draft.",,,,FALSE
andpoe.text_message_popup_incorrect_submit_data_wash,"To correct your details, choose Back.  If you choose Exit, your changes will be saved as draft.",,,,FALSE
andpoe.text_message_title_form_loading,Please wait,,,,FALSE
andpoe.text_message_title_hotel_search_loading,Searching for hotels,,,,FALSE
andpoe.text_message_title_location_not_detected,Search for current location failed,,,,FALSE
andpoe.text_message_title_location_permission_disabled,Search for current location failed,,,,FALSE
andpoe.text_message_title_no_available_hotel,No hotels match your preference.,,,,FALSE
andpoe.text_message_title_no_flight,Flights not available,,,,FALSE
andpoe.text_message_title_no_flight_match,No flights match your preferences,,,,FALSE
andpoe.text_message_title_no_hotel_geo_name,"There are no results for ""{0}""",,,,FALSE
andpoe.text_message_title_no_hotel_match,No hotels match your preference. Please change the search.,,,,FALSE
andpoe.text_mixed_class,Multi-class,,,,
andpoe.text_mobile_banking_loading_subtitle,Please wait a moment,,,,
andpoe.text_mobile_banking_loading_title,You will be redirected to the mobile banking app to complete your payment,payment,payment_mobile_banking_webview_loading,title,TRUE
andpoe.text_modify_booking,Upgrade your flight facilities,,,,FALSE
andpoe.text_morning,00:00 - 06:00,,,,FALSE
andpoe.text_most_expensive_price,Highest price,,,,FALSE
andpoe.text_most_popular,Highest popularity,,,,FALSE
andpoe.text_msig_travel_insurance,MSIG Travel Insurance,,,,FALSE
andpoe.text_msig_travel_insurance_price,MSIG Travel Insurance,,,,FALSE
andpoe.text_multi_room_detail_price_per_night_exclude_tax_and_fees,/room/night.\nexclude taxes and fees,,,,FALSE
andpoe.text_multi_room_detail_price_per_night_include_tax_and_fees,/room/night.\ninclude taxes and fees,,,,FALSE
andpoe.text_multi_room_recommended_description_room_list_section_alt,These options might be suitable for you if you are still flexible with number of rooms.,,,,FALSE
andpoe.text_multi_room_recommended_description_room_list_section_empty,These options might be suitable for you if you are still flexible with number of rooms.,,,,FALSE
andpoe.text_multi_room_recommended_title_room_list_section_alt,You might like these options too,,,,FALSE
andpoe.text_multi_room_recommended_title_room_list_section_empty,We found these alternative options,,,,FALSE
andpoe.text_my_cards_add_success_message,You have successfully added a new card!,,,,TRUE
andpoe.text_my_cards_detail_blocked_stimuli,You did not enter the correct CVV. Contact Traveloka Customer Service to unblock your card.,,,,
andpoe.text_my_cards_detail_resave_bin_callout,You may get exclusive offers and promotions by retyping and resaving this card.,,,,TRUE
andpoe.text_my_cards_info_add_card_description,"Save up to 10 credit/debit cards to pay without hassles! Don’t worry, all card transactions are always protected by our multi-layer security system.",,,,
andpoe.text_my_cards_info_add_card_title,Enjoy a seamless payment with saved cards,,,,
andpoe.text_my_cards_landing_desc,You can set a card as primary for easy access.,,,,
andpoe.text_my_cards_landing_item_blocked,Blocked,,,,TRUE
andpoe.text_my_cards_landing_item_expired,Expired,,,,TRUE
andpoe.text_my_cards_landing_item_expired_stimuli,This card has expired on {0},,,,
andpoe.text_my_cards_landing_item_primary,Primary card,,,,TRUE
andpoe.text_my_cards_landing_item_resave,Resave card,,,,TRUE
andpoe.text_my_cards_landing_title,Manage your cards ({0}),,,,
andpoe.text_my_cards_remove_popup_desc,"If you remove this card, you will need to enter the card details manually for your next transactions.",,,,TRUE
andpoe.text_my_cards_remove_popup_title,Remove this card?,,,,TRUE
andpoe.text_my_cards_remove_success_message,**** {0} has been removed from your card list.,,,,
andpoe.text_my_cards_resave_success_message,"**** {0} has been updated. Now, you can get any available promo info for this card.",,,,
andpoe.text_my_cards_success_remove_card_message,**** {0} has been removed from your card list.,,,,
