initial key,initial value,assigned workspace,assigned bucket,assigned key name,is merged
andpoe.text_common_reset_filter,Reset Filter,,,,FALSE
andpoe.text_common_retry,Refresh Page,,,,FALSE
andpoe.text_common_room,"{0, plural, one {{0} Room} other {{0} Rooms}}",,,,FALSE
andpoe.text_common_sample_price_zero,Rp0,,,,FALSE
andpoe.text_common_see_all_photos,See all photos,,,,TRUE
andpoe.text_common_see_detail,See Details,,,,
andpoe.text_common_see_more,SEE MORE,,,,FALSE
andpoe.text_common_select,Select,,,,
andpoe.text_common_share_via,Share via,,,,FALSE
andpoe.text_common_show_additional_info,See other information,,,,FALSE
andpoe.text_common_show_detail,Show details,,,,FALSE
andpoe.text_common_show_direction_chooser_title,Show directions using,,,,FALSE
andpoe.text_common_show_direction,Show Directions,,,,FALSE
andpoe.text_common_show,Show,,,,FALSE
andpoe.text_common_social_media_twitter,X,,,,FALSE
andpoe.text_common_sort,Sort,,,,
andpoe.text_common_submit,Submit,,,,FALSE
andpoe.text_common_subtotal,Subtotal,,,,
andpoe.text_common_suggestion,Type more to get more relevant results,,,,FALSE
andpoe.text_common_tax,Tax,,,,FALSE
andpoe.text_common_tax_included,Included,,,,FALSE
andpoe.text_common_terms_and_conditions,Terms & Conditions,,,,
andpoe.text_common_today,Today,,,,FALSE
andpoe.text_common_total,Total,,,,
andpoe.text_common_total_price,Total Price,,,,TRUE
andpoe.text_common_traveloka_fee,Traveloka Fee,,,,FALSE
andpoe.text_common_traveloka_fee_free,FREE,,,,FALSE
andpoe.text_common_view_more,More,,,,FALSE
andpoe.text_common_your_policy,Policy,,,,FALSE
andpoe.text_confirmation_go_to_permission_no,I''m Sure,,,,FALSE
andpoe.text_confirmation_go_to_permission_setting,"Traveloka uses your location to assist you in finding hotels nearest to you. 
Are you sure you want to disable location services?",,,,FALSE
andpoe.text_confirmation_go_to_permission_setting_title,Location Services Disabled,,,,FALSE
andpoe.text_confirmation_go_to_permission_yes,Change settings,,,,FALSE
andpoe.text_connect_digital_wallet_account,Connect {0} Account,,,,FALSE
andpoe.text_connect_digital_wallet_page_title,Connect Your Account for Quick Payments Anytime,,,,
andpoe.text_connect_digital_wallet_phone_number_error_message,Enter your registered mobile number correctly.,,,,FALSE
andpoe.text_connect_digital_wallet_text_field_desc,Enter the number registered on your {0} application.,,,,FALSE
andpoe.text_connect_digital_wallet_text_field_title,Registered Mobile Number,,,,
andpoe.text_connecting_your_account_loading_desc,Do not close this page until your account is confirmed.,,,,FALSE
andpoe.text_connecting_your_account_loading_title,Connecting Your Account,,,,FALSE
andpoe.text_connectivity_button_done,Done,,,,FALSE
andpoe.text_connectivity_powered_by,Powered by,,,,FALSE
andpoe.text_continue_payment_btn,Continue Payment,,,,
andpoe.text_copy_link_label_story,Watch this story on Traveloka,,,,FALSE
andpoe.text_corporate_paylater_terms_and_conditions,"<![CDATA[By continuing to pay, you agree to <a href=""{0}""><strong>Terms & Conditions</strong></a> and <a href=""{1}""><strong>Privacy Notice</strong></a> of Traveloka, as well as <a href=""{2}""><strong>Terms & Conditions</strong></a> and <a href=""{3}""><strong>Privacy Notice</strong></a> of Caturnusa Sejahtera Finance.]]>",,,,FALSE
andpoe.text_coupon_detach_dialog_confirm_btn,Continue with this method,,,,FALSE
andpoe.text_coupon_detach_dialog_message,"If you use this method, your selected coupon(s) may not be applicable.",,,,FALSE
andpoe.text_coupon_detach_dialog_title,Changing your method?,,,,FALSE
andpoe.text_credit_account_page_header,TPayLater,credit,credit_account_page,header,FALSE
andpoe.text_credit_add_new_page,Add Another Document,credit,credit_add_new_page,,FALSE
andpoe.text_credit_additional_address_info_length_error,Additional details required (max. 160 characters),credit,credit_additional_address_info_length,error,FALSE
andpoe.text_credit_additional_document_button,Upload,credit,credit_additional_document,button,FALSE
andpoe.text_credit_additional_documents_description,Increase your limit by uploading an additional document below.,credit,credit_additional_documents,description,FALSE
andpoe.text_credit_additional_documents_title,Upload Additional Document,credit,credit_additional_documents,title,FALSE
andpoe.text_credit_address_breakdown_city_label,City,credit,credit_address_breakdown_city,label,FALSE
andpoe.text_credit_address_breakdown_district_label,District,credit,credit_address_breakdown_district,label,FALSE
andpoe.text_credit_address_breakdown_postal_code_label,Postal Code,credit,credit_address_breakdown_postal_code,label,FALSE
andpoe.text_credit_address_breakdown_province_label,Province,credit,credit_address_breakdown_province,label,FALSE
andpoe.text_credit_address_breakdown_suburb_label,Sub-district,credit,credit_address_breakdown_suburb,label,FALSE
andpoe.text_credit_apply_for_credit_button,Apply,credit,credit_apply_for_credit,button,FALSE
andpoe.text_credit_back_repayment_dialog_button_no,Continue Payment,credit,credit_back_repayment_dialog,button_no,FALSE
andpoe.text_credit_back_repayment_dialog_button_yes,Cancel,credit,credit_back_repayment_dialog,button_yes,FALSE
andpoe.text_credit_back_repayment_dialog_description,"If you tap Cancel, your current payment will be canceled and will not be processed.",credit,credit_back_repayment_dialog,description,FALSE
andpoe.text_credit_back_repayment_dialog_title,Cancel your payment?,credit,credit_back_repayment_dialog,title,FALSE
andpoe.text_credit_bank_statement,Bank Statement,credit,,,
andpoe.text_credit_bill_title,TPayLater,credit,credit_bill,title,FALSE
andpoe.text_credit_bills_section_error_label,Failed to load your bills,credit,credit_bills_section,error_label,FALSE
andpoe.text_credit_button_retake_photo,Retake Photo,credit,,,FALSE
andpoe.text_credit_button_upload_photo,Save Photo Details,credit,,,
andpoe.text_credit_camera_guidance_tray_cta_button_label,Take KTP Photo,credit,credit_camera_guidance_tray,cta_button_label,FALSE
andpoe.text_credit_camera_guidance_tray_ktp_image_blurry_label,Blurred,credit,credit_camera_guidance_tray,ktp_image_blurry_label,FALSE
andpoe.text_credit_camera_guidance_tray_ktp_image_clear_label,Clear & focus,credit,credit_camera_guidance_tray,ktp_image_clear_label,FALSE
andpoe.text_credit_camera_guidance_tray_ktp_image_cropped_label,Cropped,credit,credit_camera_guidance_tray,ktp_image_cropped_label,FALSE
andpoe.text_credit_camera_guidance_tray_ktp_image_dark_label,Dark,credit,credit_camera_guidance_tray,ktp_image_dark_label,FALSE
andpoe.text_credit_camera_guidance_tray_selfie_image_accessories_label,Mask/glasses,credit,credit_camera_guidance_tray,selfie_image_accessories_label,FALSE
andpoe.text_credit_camera_guidance_tray_selfie_image_clear_label,Clear & focus,credit,credit_camera_guidance_tray,selfie_image_clear_label,FALSE
andpoe.text_credit_camera_guidance_tray_selfie_image_cropped_label,Cropped,credit,credit_camera_guidance_tray,selfie_image_cropped_label,FALSE
andpoe.text_credit_camera_guidance_tray_selfie_image_holding_ktp_label,With KTP,credit,credit_camera_guidance_tray,selfie_image_holding_ktp_label,FALSE
andpoe.text_credit_camera_guidance_tray_title,KTP Photo Guidelines,credit,credit_camera_guidance_tray,title,FALSE
andpoe.text_credit_camera_ktp_page_error_image_decode,Failed to decode image,credit,credit_camera_ktp_page,error_image_decode,FALSE
andpoe.text_credit_camera_ktp_page_error_image_processing,Image processing failed: {0},credit,credit_camera_ktp_page,error_image_processing,FALSE
andpoe.text_credit_camera_ktp_page_error_image_processing_retry,Please try taking the photo again.,credit,credit_camera_ktp_page,error_image_processing_retry,FALSE
andpoe.text_credit_camera_ktp_page_error_image_processing_title,Error,credit,credit_camera_ktp_page,error_image_processing_title,FALSE
andpoe.text_credit_camera_ktp_page_information_guideline_label_default,"Adjust KTP, face, and NIK to fit the frame",credit,credit_camera_ktp_page,information_guideline_label_default,FALSE
andpoe.text_credit_camera_ktp_page_information_guideline_label_good_position,"We''re capturing your KTP image, please hold still",credit,credit_camera_ktp_page,information_guideline_label_good_position,FALSE
andpoe.text_credit_camera_ktp_page_information_guideline_label_room_too_dark,Room too dark. KTP cannot be read,credit,credit_camera_ktp_page,information_guideline_label_room_too_dark,FALSE
andpoe.text_credit_camera_ktp_page_loading_dialog_description,We''re processing your KTP photo for TPayLater application.,credit,credit_camera_ktp_page_loading_dialog,description,
andpoe.text_credit_camera_ktp_page_subtitle,Take KTP photo and follow the guidelines,credit,credit_camera_ktp_page,subtitle,
andpoe.text_credit_camera_ktp_page_timeout_description,Your time is up and we couldn''t get the data.\nDo you need extra time to try again?,credit,credit_camera_ktp_page,timeout_description,
andpoe.text_credit_camera_ktp_page_timeout_header_title,KTP Verification,credit,credit_camera_ktp_page,timeout_header_title,FALSE
andpoe.text_credit_camera_ktp_page_timeout_title,Need more time?,credit,credit_camera_ktp_page,timeout_title,
andpoe.text_credit_camera_ktp_page_timeout_try_again_cta,"Yes, try again",credit,credit_camera_ktp_page,timeout_try_again_cta,
andpoe.text_credit_camera_ktp_page_title,Applying for TPayLater,credit,credit_camera_ktp_page,title,
andpoe.text_credit_camera_page_error_dialog_description,"Sorry, an error occurred when processing your photo. Please try again to reload.",credit,credit_camera_page_error_dialog,description,
andpoe.text_credit_camera_page_error_dialog_exit_cta_label,Leave Page,credit,credit_camera_page_error_dialog,exit_cta_label,FALSE
andpoe.text_credit_camera_page_error_dialog_retry_cta_label,Try Again,credit,credit_camera_page_error_dialog,retry_cta_label,FALSE
andpoe.text_credit_camera_page_error_dialog_title,Our Server is Busy,credit,credit_camera_page_error_dialog,title,FALSE
andpoe.text_credit_camera_page_general_error_dialog_title,An Error Has Occurred,credit,credit_camera_page_general_error_dialog,title,
andpoe.text_credit_camera_selfie_guidance_tray_cta_button_label,Take Selfie,credit,credit_camera_selfie_guidance_tray,cta_button_label,FALSE
andpoe.text_credit_camera_selfie_guidance_tray_title,Selfie Guideline,credit,credit_camera_selfie_guidance_tray,title,FALSE
andpoe.text_credit_camera_selfie_page_information_guideline_label_default,"Make sure your forehead, ears, and chin are in the frame.",credit,credit_camera_selfie_page,information_guideline_label_default,FALSE
andpoe.text_credit_camera_selfie_page_information_guideline_label_room_too_dark,Room too dark. Face not detected.,credit,credit_camera_selfie_page,information_guideline_label_room_too_dark,FALSE
andpoe.text_credit_camera_selfie_page_loading_dialog_description,We''re processing your selfie for TPayLater application.,credit,credit_camera_selfie_page_loading_dialog,description,
andpoe.text_credit_camera_selfie_page_subtitle,Take your selfie and follow the guidelines,credit,credit_camera_selfie_page,subtitle,
andpoe.text_credit_camera_selfie_page_title,Applying for TPayLater,credit,credit_camera_selfie_page,title,
andpoe.text_credit_camera_upload_review_document,Review Your Document Photo,credit,,,FALSE
andpoe.text_credit_camera_upload_review,Review Your Document Photo,credit,,,FALSE
andpoe.text_credit_camera_upload_review_selfie,Review Your Selfie,credit,,,FALSE
andpoe.text_credit_cancel,Cancel,credit,,cancel,
andpoe.text_credit_cancel_payment,Cancel Payment,credit,,,
andpoe.text_credit_card_information_helper_direct_contract,<ul><li>You will pay directly at the property. The method below is only to secure your booking.</li><li> Your card will only be charged if you are no show or cancel your booking outside Free Cancellation period.</li></ul>,credit,credit_card,information_helper_direct_contract,FALSE
andpoe.text_credit_card_information_helper_ean,You will pay directly at the property. The method below is only to secure your booking. Your card details will be securely transmitted to the accommodation for validation purposes. Your card will only be charged if you are no show or cancel your booking outside Free Cancellation period.,credit,credit_card,information_helper_ean,FALSE
andpoe.text_credit_choose_dialog_title,Select Document,credit,credit_choose_dialog,title,FALSE
andpoe.text_credit_conditional_no_option_selected_error_message,Please select an option,credit,credit_conditional_no_option_selected_error,message,FALSE
andpoe.text_credit_create_pin_success_snackbar_description,You have successfully created PIN!,credit,credit_create_pin_success_snackbar,description,FALSE
andpoe.text_credit_create_pin_success_snackbar_title,Set up PIN,credit,credit_create_pin_success_snackbar,title,FALSE
andpoe.text_credit_credolab_permission_dialog_message,"<![CDATA[To get a more accurate view of your user profile, upon submitting your application, we will share your <b>Device Information</b> and <b>Installed Applications Information</b> with our authorized partner, Credolab. Your data is safe, encrypted, and will only be used once during this process, for verification purposes.
Tap ''Agree'' to continue and submit your application.]]>",credit,credit_credolab_permission_dialog,message,FALSE
andpoe.text_credit_credolab_permission_dialog_primary_cta,Agree,credit,credit_credolab_permission_dialog,primary_cta,FALSE
andpoe.text_credit_credolab_permission_dialog_secondary_cta,Not Now,credit,credit_credolab_permission_dialog,secondary_cta,FALSE
andpoe.text_credit_credolab_permission_dialog_title,Before Submitting Your Application,credit,credit_credolab_permission_dialog,title,FALSE
andpoe.text_credit_data_wash_confirmation_form_description,Please make sure the details are correct before you leave the page. Save the changes?,credit,credit_data_wash_confirmation_form,description,FALSE
andpoe.text_credit_data_wash_confirmation_form_negative_button,"No, leave the page",credit,credit_data_wash_confirmation_form,negative_button,
andpoe.text_credit_data_wash_confirmation_form_positive_button,"Yes, save changes",credit,credit_data_wash_confirmation_form,positive_button,
andpoe.text_credit_data_wash_confirmation_form_title,You changed your details,credit,credit_data_wash_confirmation_form,title,
andpoe.text_credit_data_wash_current_address_section_additional_info_label,Address Details,credit,credit_data_wash_current_address_section,additional_info_label,
andpoe.text_credit_data_wash_current_address_section_address_label,Address,credit,credit_data_wash_current_address_section,address_label,
andpoe.text_credit_data_wash_current_address_section_title,Current Address,credit,credit_data_wash_current_address_section,title,
andpoe.text_credit_data_wash_emergency_contact_section_full_name_label,Full Name,credit,credit_data_wash_emergency_contact_section,full_name_label,
andpoe.text_credit_data_wash_emergency_contact_section_phone_label,Mobile Number,credit,credit_data_wash_emergency_contact_section,phone_label,
andpoe.text_credit_data_wash_emergency_contact_section_relationship_label,Relationship,credit,credit_data_wash_emergency_contact_section,relationship_label,
andpoe.text_credit_data_wash_emergency_contact_section_title,Emergency Contact,credit,credit_data_wash_emergency_contact_section,title,
andpoe.text_credit_data_wash_form_submit_button,Save,credit,credit_data_wash_form,submit_button,FALSE
andpoe.text_credit_data_wash_location_map_select_cta,Select via Map,credit,credit_data_wash_location_map_select,cta,FALSE
andpoe.text_credit_data_wash_location_search_help_text,Type more to get more relevant results,credit,credit_data_wash_location_search_help,text,FALSE
andpoe.text_credit_data_wash_occupation_detail_section_title,Employment Details,credit,credit_data_wash_occupation_detail_section,title,
andpoe.text_credit_data_wash_occupation_details_section_additional_info_label,Additional Details,credit,credit_data_wash_occupation_details_section,additional_info_label,
andpoe.text_credit_data_wash_occupation_details_section_employment_industry_label,Employment Industry,credit,credit_data_wash_occupation_details_section,employment_industry_label,TRUE
andpoe.text_credit_data_wash_occupation_details_section_employment_type_label,Employment Type,credit,credit_data_wash_occupation_details_section,employment_type_label,TRUE
andpoe.text_credit_data_wash_occupation_details_section_office_address_label,Office Address,credit,credit_data_wash_occupation_details_section,office_address_label,TRUE
andpoe.text_credit_data_wash_occupation_details_section_office_income_label,Income Per Month (in Rp),credit,credit_data_wash_occupation_details_section,office_income_label,
andpoe.text_credit_data_wash_occupation_details_section_office_job_status_label,Employment Status,credit,credit_data_wash_occupation_details_section,office_job_status_label,
andpoe.text_credit_data_wash_occupation_details_section_office_name_label,Company Name,credit,credit_data_wash_occupation_details_section,office_name_label,TRUE
andpoe.text_credit_data_wash_occupation_details_section_office_phone_extension_label,Extension Number,credit,credit_data_wash_occupation_details_section,office_phone_extension_label,
andpoe.text_credit_data_wash_occupation_details_section_office_phone_number_label,Office Phone Number,credit,credit_data_wash_occupation_details_section,office_phone_number_label,TRUE
andpoe.text_credit_data_wash_occupation_details_section_office_source_fund_label,Fund Provider Name,credit,credit_data_wash_occupation_details_section,office_source_fund_label,
andpoe.text_credit_data_wash_occupation_details_section_office_source_income_label,Source of Income,credit,credit_data_wash_occupation_details_section,office_source_income_label,
andpoe.text_credit_data_wash_occupation_details_section_office_total_working_experience_label,Total Work Experience,credit,credit_data_wash_occupation_details_section,office_total_working_experience_label,
andpoe.text_credit_data_wash_personal_details_section_education_level_label,Education Level,credit,credit_data_wash_personal_details_section,education_level_label,
andpoe.text_credit_data_wash_personal_details_section_title,Personal Details,credit,credit_data_wash_personal_details_section,title,
andpoe.text_credit_data_wash_search_google,Powered by Google,credit,,,FALSE
andpoe.text_credit_data_wash_section_cta,Edit,credit,credit_data_wash_section,cta,FALSE
andpoe.text_credit_data_wash_submit_button,Submit,credit,credit_data_wash_submit,button,
andpoe.text_credit_data_wash_success_snackbar_description,You have successfully updated your data,credit,credit_data_wash_success_snackbar,description,FALSE
andpoe.text_credit_data_wash_success_snackbar_title,TPayLater data update,credit,credit_data_wash_success_snackbar,title,FALSE
andpoe.text_credit_disclaimer_usage_text,Your photos will be used only for TPayLater application,credit,credit_disclaimer_usage,text,FALSE
andpoe.text_credit_document_title,Document,credit,credit_document,title,FALSE
andpoe.text_credit_duplicate_ktp_review_button,"OK, got it",credit,credit_duplicate_ktp_review,button,FALSE
andpoe.text_credit_duplicate_ktp_review_title,KTP already registered,credit,credit_duplicate_ktp_review,title,FALSE
andpoe.text_credit_encrypted_privacy_label,All details are encrypted to protect your privacy.,credit,credit_encrypted_privacy,label,
andpoe.text_credit_error_snackbar_no_connection_error,Looks like your connection is off. Please check your internet then refresh this page.,credit,credit_error_snackbar_no_connection,error,FALSE
andpoe.text_credit_error_snackbar_unknown_error,"Our system needs a break sometimes. It won’t take long, try to refresh this page to see if we’re done.",credit,credit_error_snackbar_unknown,error,FALSE
andpoe.text_credit_error_state_connection_issue_try_again_button,Refresh,credit,credit_error_state_connection_issue_try_again,button,FALSE
andpoe.text_credit_error_state_subtitle_connection_issue,Ensure you’re connected to the internet first then reload the page.,credit,,,FALSE
andpoe.text_credit_error_state_title_connection_issue,No internet connection,credit,,,FALSE
andpoe.text_credit_family_details,Family Details,credit,credit_family_details,,FALSE
andpoe.text_credit_feature_entry_section_error_label,Failed to load the feature,credit,credit_feature_entry_section,error_label,FALSE
andpoe.text_credit_fetching_location_dialog,Searching location...,credit,credit_fetching_location_dialog,,FALSE
andpoe.text_credit_field_section_empty_placeholder,Empty,credit,credit_field_section,empty_placeholder,FALSE
andpoe.text_credit_guideline_footer,"Once your payment is verified, your Available Limit will be restored.",credit,,,FALSE
andpoe.text_credit_guideline_header_title_1,Pay before,credit,,,FALSE
andpoe.text_credit_guideline_header_title_2,Transfer to,credit,,,FALSE
andpoe.text_credit_guideline_header_title_3,Completed your payment?,credit,,,FALSE
andpoe.text_credit_guideline_title,Complete Transaction,credit,credit_guideline,title,FALSE
andpoe.text_credit_guideline_tooltip,<![CDATA[<b>IMPORTANT!</b> Please transfer until the last 3 digits]]>,credit,credit_guideline,tooltip,FALSE
andpoe.text_credit_guideline_transfer_topup_amount,Total Amount,credit,credit_guideline_transfer_topup,amount,
andpoe.text_credit_hybrid_form_getting_result_page_back_to_previous_page_button_label,Back to previous page,credit,credit_hybrid_form_getting_result_page_back_to_previous_page,button_label,FALSE
andpoe.text_credit_hybrid_form_getting_result_page_button_label,Check TPayLater Promo,credit,credit_hybrid_form_getting_result_page,button_label,FALSE
andpoe.text_credit_hybrid_form_getting_result_page_other_payments_button_label,Use other payment methods,credit,credit_hybrid_form_getting_result_page,other_payments_button_label,FALSE
andpoe.text_credit_hybrid_form_getting_result_page_refresh_button_label,Refresh application status,credit,credit_hybrid_form_getting_result_page,refresh_button_label,FALSE
andpoe.text_credit_hybrid_form_getting_result_page_subtitle_alternative,"This might take a few minutes. If you’re in a hurry, complete payment with other methods.",credit,credit_hybrid_form_getting_result_page,subtitle_alternative,FALSE
andpoe.text_credit_hybrid_form_getting_result_page_subtitle,"It might take 20 minutes during working hours. We’ll notify you when the result is here, or check our offers while you wait.",credit,credit_hybrid_form_getting_result_page,subtitle,FALSE
andpoe.text_credit_hybrid_form_getting_result_page_subtitle_flight_summary_page_funnel,"This might take a few minutes. If you’re in a hurry, you can book a ticket with normal price.",credit,credit_hybrid_form_getting_result_page_subtitle_flight_summary_page,funnel,FALSE
andpoe.text_credit_hybrid_form_getting_result_page_title,Reviewing your TPayLater application...,credit,credit_hybrid_form_getting_result_page,title,FALSE
andpoe.text_credit_hybrid_form_result_fetching_pull_to_refresh,Fetching your result,credit,credit_hybrid_form_result,fetching_pull_to_refresh,FALSE
andpoe.text_credit_hybrid_form_result_pull_to_refresh,Pull down to refresh,credit,credit_hybrid_form_result,pull_to_refresh,
andpoe.text_credit_id_card,ID Card,credit,credit_id_card,,FALSE
andpoe.text_credit_installment_canceled_message,"After the deduction from your coupon and/or Points, your transaction amount became less than the required min. amount.",credit,credit_installment_canceled,message,FALSE
andpoe.text_credit_installment_changed_warning_message,"After the deduction from your coupon and/or Points, your monthly payment amount became less than the required minimum of Rp100.000.",credit,credit_installment_changed_warning,message,FALSE
andpoe.text_credit_installment_installment_not_available_message,{0} months plans are not available.,credit,credit_installment_installment_not_available,message,FALSE
andpoe.text_credit_installment_payment_header,Select Payment Plan,credit,credit_installment_payment,header,FALSE
andpoe.text_credit_installment_schedule_message_for_1_month,"<![CDATA[First payment due on <b><font color=""#434343"">{0}</font></b>]]>",credit,,,FALSE
andpoe.text_credit_installment_selected_plan,{0} x {1},credit,,,FALSE
andpoe.text_credit_installment_terms_and_conditions_v2,"<![CDATA[By continuing to pay, you have agreed to the <a href=""{0}"">Terms & Conditions</a> and <a href=""{1}"">Privacy Notice</a> of Traveloka, as well as the <a href=""{2}"">Terms & Conditions</a>, <a href=""{3}"">Privacy Notice</a>, and Financing Agreement of TPaylater.]]>",credit,,,FALSE
andpoe.text_credit_instant_verification_footer_first_message,You are eligible for,credit,credit_instant_verification_footer_first,message,FALSE
andpoe.text_credit_instant_verification_footer_second_message,Quick Verification,credit,credit_instant_verification_footer_second,message,FALSE
andpoe.text_credit_instant_verification_tooltip_message,Get your application status updates within minutes!,credit,credit_instant_verification_tooltip,message,
andpoe.text_credit_insufficient,Insufficient limit,credit,,,
andpoe.text_credit_internal_system_error_cta_button,Retry,credit,credit_internal_system_error_cta,button,FALSE
andpoe.text_credit_internal_system_error_page_title,Failed to load page,credit,credit_internal_system_error_page,title,FALSE
andpoe.text_credit_internal_system_error_subtitle,Give us some time and come again later.,credit,credit_internal_system_error,subtitle,FALSE
andpoe.text_credit_ktp,ID Card,credit,,,FALSE
andpoe.text_credit_ktp_entry_point_missing_details_error_description,So we can verify your application,credit,credit_ktp_entry_point_missing_details,error_description,FALSE
andpoe.text_credit_ktp_entry_point_missing_details_error_title,Take KTP Photo,credit,credit_ktp_entry_point_missing_details,error_title,FALSE
andpoe.text_credit_ktp_preview_page_continue_cta_button_label,Continue to Review Data,credit,credit_ktp_preview_page,continue_cta_button_label,FALSE
andpoe.text_credit_ktp_preview_page_negative_result_description,Please retake your KTP photo and avoid these errors.,credit,credit_ktp_preview_page_negative_result,description,
andpoe.text_credit_ktp_preview_page_negative_result_reason_1,• KTP is cropped,credit,credit_ktp_preview_page_negative_result,reason_1,FALSE
andpoe.text_credit_ktp_preview_page_negative_result_reason_2,• KTP data unclear/unreadable,credit,credit_ktp_preview_page_negative_result,reason_2,FALSE
andpoe.text_credit_ktp_preview_page_negative_result_reason_3,• KTP photo is too dark,credit,credit_ktp_preview_page_negative_result,reason_3,FALSE
andpoe.text_credit_ktp_preview_page_negative_result_title,Failed to read KTP photo,credit,credit_ktp_preview_page_negative_result,title,
andpoe.text_credit_ktp_preview_page_positive_result_description,"Good job! Next, review your KTP data.",credit,credit_ktp_preview_page_positive_result,description,
andpoe.text_credit_ktp_preview_page_positive_result_title,KTP photo successfully read!,credit,credit_ktp_preview_page_positive_result,title,
andpoe.text_credit_ktp_preview_page_retake_cta_button_label,Retake KTP Photo,credit,credit_ktp_preview_page,retake_cta_button_label,
andpoe.text_credit_ktp_preview_page_title,KTP Photo Result,credit,credit_ktp_preview_page,title,
andpoe.text_credit_ktp_review_page_agreement_checkbox_label,The information above matches the details on my KTP.,credit,credit_ktp_review_page,agreement_checkbox_label,FALSE
andpoe.text_credit_ktp_review_page_date_of_birth_text_field_error_label,Date of birth cannot be empty,credit,credit_ktp_review_page,date_of_birth_text_field_error_label,
andpoe.text_credit_ktp_review_page_date_of_birth_text_field_label,Date of Birth,credit,credit_ktp_review_page,date_of_birth_text_field_label,
andpoe.text_credit_ktp_review_page_description,Please check your data and edit if incorrect,credit,credit_ktp_review_page,description,FALSE
andpoe.text_credit_ktp_review_page_error_snackbar_description,"Our system needs a break sometimes. It won’t take long, try to refresh this page to see if we’re done.",credit,credit_ktp_review_page,error_snackbar_description,FALSE
andpoe.text_credit_ktp_review_page_exit_confirmation_popup_description,"If you leave, you will have to retake your KTP photo and recheck your KTP details.",credit,credit_ktp_review_page_exit_confirmation_popup,description,FALSE
andpoe.text_credit_ktp_review_page_exit_confirmation_popup_negative_cta_button_label,No,credit,credit_ktp_review_page_exit_confirmation_popup,negative_cta_button_label,FALSE
andpoe.text_credit_ktp_review_page_exit_confirmation_popup_positive_cta_button_label,"Yes, Leave Page",credit,credit_ktp_review_page_exit_confirmation_popup,positive_cta_button_label,FALSE
andpoe.text_credit_ktp_review_page_exit_confirmation_popup_title,Leave This Page?,credit,credit_ktp_review_page_exit_confirmation_popup,title,FALSE
andpoe.text_credit_ktp_review_page_exit_confirmation_revisit_flow_popup_description,You will be redirected to the previous page and your data will not be saved.,credit,credit_ktp_review_page_exit_confirmation_revisit_flow_popup,description,FALSE
andpoe.text_credit_ktp_review_page_exit_confirmation_revisit_flow_popup_title,Leave This Page?,credit,credit_ktp_review_page_exit_confirmation_revisit_flow_popup,title,FALSE
andpoe.text_credit_ktp_review_page_name_text_field_error_label,Full name cannot be empty,credit,credit_ktp_review_page,name_text_field_error_label,
andpoe.text_credit_ktp_review_page_name_text_field_label,Full Name,credit,credit_ktp_review_page,name_text_field_label,FALSE
andpoe.text_credit_ktp_review_page_negative_result_infobox_description,Fill in the data manually to continue the registration.,credit,credit_ktp_review_page_negative_result,infobox_description,
andpoe.text_credit_ktp_review_page_negative_result_infobox_title,"<![CDATA[<font color=\""#FF4581\"">Some of KTP data cannot be read</font>]]>",credit,credit_ktp_review_page_negative_result,infobox_title,FALSE
andpoe.text_credit_ktp_review_page_nik_text_field_error_label,KTP number must be 16-digits,credit,credit_ktp_review_page,nik_text_field_error_label,FALSE
andpoe.text_credit_ktp_review_page_nik_text_field_label,KTP Number,credit,credit_ktp_review_page,nik_text_field_label,FALSE
andpoe.text_credit_ktp_review_page_place_of_birth_text_field_error_label,Place of birth cannot be empty,credit,credit_ktp_review_page,place_of_birth_text_field_error_label,
andpoe.text_credit_ktp_review_page_place_of_birth_text_field_label,Place of Birth,credit,credit_ktp_review_page,place_of_birth_text_field_label,FALSE
andpoe.text_credit_ktp_review_page_retake_cta_button_label,Retake KTP Photo,credit,credit_ktp_review_page,retake_cta_button_label,
andpoe.text_credit_ktp_review_page_retake_photo_popup_title,Retake Photo,credit,credit_ktp_review_page_retake_photo_popup,title,FALSE
andpoe.text_credit_ktp_review_page_save_cta_button_label,Save KTP,credit,credit_ktp_review_page,save_cta_button_label,
andpoe.text_credit_ktp_review_page_styx_duplicate_ktp_error_popup_cta_button_label,"OK, got it",credit,credit_ktp_review_page_styx_duplicate_ktp_error_popup,cta_button_label,FALSE
andpoe.text_credit_ktp_review_page_styx_duplicate_ktp_error_popup_description,You cannot proceed using this KTP because it’s already registered as a TPayLater user.,credit,credit_ktp_review_page_styx_duplicate_ktp_error_popup,description,FALSE
andpoe.text_credit_ktp_review_page_styx_duplicate_ktp_error_popup_title,KTP already registered,credit,credit_ktp_review_page_styx_duplicate_ktp_error_popup,title,
andpoe.text_credit_ktp_review_page_styx_privacy_policy,"<![CDATA[Please make sure you have read and agreed to TPayLater <a href=""{0}""><strong> Terms & Conditions</strong></a> and <strong><a href=""{1}"">Privacy Policy</a></strong> before uploading your KTP.]]>",credit,credit_ktp_review_page,styx_privacy_policy,FALSE
andpoe.text_credit_ktp_review_page_title,Review KTP Data,credit,credit_ktp_review_page,title,
andpoe.text_credit_kyc_page_header,Applying for TPayLater,credit,credit_kyc_page,header,FALSE
andpoe.text_credit_kyc_submit_failed_snackbar_message,An error happened when submitting your details. Tap the button below to retry.,credit,credit_kyc_submit_failed_snackbar,message,FALSE
